,PAREJA,Nombre y Apellido,Nombre y Apellido,"Jimena
Hoffner",Silvina Valz,"Gaston
Torelli","Martin
Ojeda",Laura Melo,"Graciela
Gonzalez","Aoniken
Quiroga","Paola
Tachetti","Facundo de
la Cruz",Stella Baez,"Agustin
Agnez","Magdalena
Gutierrez",Lucas Paez,"Roberto
Zuccarino",Analia Vega,"Dante
Sanchez",Carlos Stasi,"Mariana
Dragone","Monica
Matera",Noelia Barsi,PROMEDIO
488,402,Mario Héctor Mendes Ribeiro,Elsa Diana Ramírez,,,,,,6.800,5.850,6.050,6.200,6.500,,,,,,5.500,5.400,6.200,6.000,6.000,6.050
489,248,Vanesa Judith Ponce,Roberto Gustavo Valdiviez,5.500,5.900,6.120,5.900,5.600,,,,,,5.500,6.800,6.750,5.500,6.900,,,,,,6.047
490,161,Peter Brody,Azul Martinez,5.400,6.100,6.030,5.450,6.200,,,,,,6.500,6.500,6.050,5.400,6.500,,,,,,6.013
491,74,Tiago Junior Fuentealba De,OMara Calabresi,5.400,5.800,6.500,5.770,5.400,,,,,,6.500,6.700,6.050,5.900,6.100,,,,,,6.012
492,179,Josias Mussin,Jacqueline Furlong,5.500,5.750,5.430,5.690,5.800,,,,,,5.900,6.850,6.050,6.200,6.900,,,,,,6.007
493,276,Paulo Bernardo,Mafalda Nunes,5.300,6.500,6.500,5.660,5.400,,,,,,5.900,6.700,6.100,5.400,6.200,,,,,,5.966
494,661,Angelo Giannangeli,Evangelina Amado,,,,,,5.100,5.950,5.800,6.420,6.500,,,,,,5.800,6.000,6.150,5.850,6.000,5.957
495,25,Héctor Julio Juri,María Rosa Cozzi,6.000,5.800,6.700,5.800,5.700,,,,,,5.300,6.330,6.120,5.800,6.000,,,,,,5.955
496,325,Raquel Turraca,Leandro Gauna,,,,,,5.000,5.700,5.900,5.600,6.500,,,,,,5.800,6.100,6.800,5.600,6.500,5.950
497,515,Néstor Fernando Leguizamo,nMaría Virginia Patiño,5.500,5.500,6.600,5.700,5.950,,,,,,5.500,6.600,6.150,5.800,6.200,,,,,,5.950
498,207,Henry Michel Tapia Castillo,Daiana Elizabeth Amorín,5.500,5.800,5.970,5.600,5.600,,,,,,5.500,6.700,6.160,5.900,6.700,,,,,,5.943
499,158,Alberto Oscar Human,Maria Belkis Molina,,,,,,5.700,5.800,6.100,6.600,6.650,,,,,,5.600,5.300,6.150,5.500,6.000,5.940
500,118,Heidi Schoppenhorst,Gorr Frank-Volker,5.750,5.700,6.900,5.790,5.800,,,,,,6.100,6.450,5.900,5.400,5.500,,,,,,5.929
501,157,Nicolás Alberto Alvarado,Liubov Konoreva,5.750,5.500,6.050,5.660,5.300,,,,,,5.900,6.800,6.300,5.900,6.000,,,,,,5.916
502,156,Leonel Cabrera,Milena Luna,5.500,5.500,6.350,5.730,5.950,,,,,,5.500,6.600,6.600,5.500,5.800,,,,,,5.903
503,614,Federico Nicolás Pérez Berz,aAstrea Amerissis Carolina,,,,,,5.600,5.900,5.800,6.480,6.100,,,,,,5.500,5.600,6.500,5.500,6.000,5.898
504,17,Claudio Sobral,Rosangela Gomes,5.500,5.950,6.800,5.700,5.950,,,,,,5.020,6.600,6.050,5.400,6.000,,,,,,5.897
505,210,Laura Wechsung,Eduardo Veliz,,,,,,5.300,5.800,5.800,6.150,6.600,,,,,,5.700,5.200,6.100,6.300,5.950,5.890
506,150,Rodolfo Ariel López,Carina Alejandra Santillán,5.500,5.900,6.100,5.730,5.600,,,,,,5.300,6.100,6.950,5.200,6.500,,,,,,5.888
507,252,María Inés Mac Dermott,Walter Javier Ramirez,,,,,,5.300,5.900,5.900,5.930,6.600,,,,,,5.500,5.500,6.150,6.100,5.900,5.878
508,615,Martin Fabian Ferreyra,Romina Aldana Saibene,5.500,5.900,6.650,5.600,5.850,,,,,,5.100,6.800,6.220,5.200,5.900,,,,,,5.872
509,232,Sebastian Farias,Fatima Skalany,,,,,,5.100,5.900,5.700,5.200,6.400,,,,,,5.500,6.600,6.000,5.900,6.400,5.870
510,164,Juri Viganò,Camila Paola Grigolo,5.750,5.850,6.000,5.610,5.600,,,,,,5.300,5.800,7.100,6.000,5.500,,,,,,5.851
511,600,Adrian Peron,Kyungpyo Park,,,,,,5.200,6.000,5.800,5.300,6.100,,,,,,5.500,5.800,6.300,5.900,6.300,5.820
512,531,Adan Zarate,Monica Rojas,5.500,5.900,6.150,5.700,5.450,,,,,,5.200,5.900,5.900,6.000,6.000,,,,,,5.770
513,461,Marcelo Agustín Fernandez L,Claudia Jael Puppi,5.400,5.700,5.650,5.600,5.500,,,,,,5.950,6.660,6.030,5.500,5.600,,,,,,5.759
514,123,Claudio Beinhacker,Virginia Mesones,,,,,,5.500,5.300,6.200,5.200,6.100,,,,,,5.500,6.150,6.150,5.500,5.950,5.755
515,301,Humberto Morisse,Ariana Delgado,5.500,5.600,6.150,5.650,5.500,,,,,,5.050,6.780,6.050,5.300,5.800,,,,,,5.738
516,300,Norberto Nestor Landerreche,Nida Chalegre,5.500,5.800,6.400,5.800,5.400,,,,,,5.800,5.450,5.900,5.200,5.500,,,,,,5.675
517,298,Adrian Navarro,Janeth Galaz,,,,,,5.100,5.200,5.800,5.200,5.850,,,,,,5.500,6.100,6.800,5.050,5.900,5.650
518,510,Hugo Ferrari,Valentina Santisteban,5.500,5.400,5.350,5.810,5.200,,,,,,5.300,6.600,6.020,5.600,5.500,,,,,,5.628
519,121,Augusto Testa,Maia Duek,5.300,5.600,5.690,5.590,5.300,,,,,,5.200,6.100,5.990,5.300,5.900,,,,,,5.597
520,2,Carlos Giménez,Diana Endstorfer,5.400,5.400,5.400,5.700,5.200,,,,,,5.100,6.650,5.800,5.400,5.600,,,,,,5.565
521,528,Marcos Peralta,Yvonne Emig,5.500,5.600,6.000,5.600,5.500,,,,,,5.200,5.600,5.900,5.400,5.200,,,,,,5.550
522,387,Magdalena Martínez Denis,Jorge Mauricio Grimberg U,,,,,,5.100,5.000,5.300,5.200,5.600,,,,,,5.500,6.700,6.300,5.050,5.300,5.505
523,536,Lucas Disfrutango,Bere Berelo Disfrutango,5.500,5.600,5.800,5.610,5.200,,,,,,5.100,5.400,6.100,5.400,5.200,,,,,,5.491
524,716,mikhail bogdanov,Rebeca Victoria Alonso Co,5.500,5.600,5.800,5.610,5.200,,,,,,5.050,5.500,5.550,5.200,5.100,,,,,,5.411
